sentimento_modelo,categoria_modelo,loja,comentario,confianca_sentimento,confianca_categoria
" que dirá para um AMIGO ou FAMILIAR!!!!""",False,L5007-KLABIN (0496),"Pedido feito, paguei a taxa mais caro com promessa que entregaria em até 5 horas, o pedido, e depois de 5 dias efetuei o cancelamento, pois outro açougue já havia cumprido o que a SWIFT não cumpriu !!!! Falta de respeito total!!!! Jamais comprarei novamente e muito menos indicaria, nem para um ""INIMIGO""""",negativo,Entrega / Pedido digital
 lamentável não o erro mas a discussão com o consumidor,0.7124,L5037-VILA ROMANA (0880),"Foram colocados 2 placas de preços diferentes para EXATAMENTE o mesmo produto e descritivo, ao mencionar a equipe da loja atendente e um Senhor ficaram questionando ao invés de vender pelo preço anunciado, após muita insistência de minha parte (direito do consumidor) fui ""liberado"""" pelo preço anunciado"," não é o atendimento de uma marca que se preze.""",False
 com o preço que eu queria. Informei o funcionário," a loja não tinha o referido Kit.""",L5138-306 ASA NORTE,"Fui para comprar o Kit de cachorro quente que vi no Instagram (por R$15,99). Cheguei na loja, me foi dito que as promoções do Instagram só valiam para São Paulo. Fui olhar os produto, e vi no freezer dos pães congelados que tinha um papelzinho de preço exatamente do ""final de semana do cachorro quente""""", ele disse que apesar de ter na loja o papelzinho com o preço,negativo
" então isso também poderia deixar o atendimento mais premium.""",False,L5152-ALTO DA BOA VISTA,"Ainda faltam alguns produtos que encontramos apenas no açougue comum. Claro que é difícil padronizar tudo em saquinhos, é compreensível a falta, mas seria bacana se pudessem trazer mais opções. No geral, a loja é bem organizada. Nem todos os funcionários são treinados a perguntar: ""Precisa de ajuda?""""",positivo,Qualidade do produto
 apenas usando uma vaga.,Outros / Genéricos,L5014-ROUXINOL (0567),"Os produtos e atendimento são ótimos, como.sempre.
Só um detalhe : o estacionamento em frente à loja estava cheio e fiquei esperando algum cliente sair - foram uns 15 min .....
Percebi que o dono de um dos carros estacionados estava recebendo 1 pet de um criador, """"""sem"""""""" ter feito compra na Swift",,
 apenas usando uma vaga. Considero importante avisá-los. De resto,378,positivo,"Os produtos e atendimento são ótimos, como.sempre. Só um detalhe : o estacionamento em frente à loja estava cheio e fiquei esperando algum cliente sair - foram uns 15 min ..... Percebi que o dono de um dos carros estacionados estava recebendo 1 pet de um criador, """"""sem"""""""" ter feito compra na Swift"," parabéns !!!@""",False
" novos produtos"""" ndp seria mais útil a todos.",Outros / Genéricos,L5156-JARDIM PRUDENCIA,"Sinto falta do frango temperado da sua marca e especialmente com o zíper. 

Não gosto de toda vez que vou do balcão conhecido para minhas compras e  as coisas mudaram de lugar de novo. É a estratégia de marketing informa as gentil atendente.

Que tal rever essa estratégia?
E uma placa com ""novidades",,
 mas fiquei esquecido. Não me informaram quando irão substituir os produtos. Até este problema," já que o principal cuidado que a transportadora deveria ter é em manter os produtos congelados.""",L5078-CAMPO BELO 2 (1342),"Tive um problema enorme com meu pedido, o entregador saiu para entrega e ficou aproximadamente 2 horas com meu pedido enquanto estava no meio do trajeto. Os produtos chegaram descongelados, portanto impróprios para consumo. Já contatei o ""Swift Resolve"""" me disseram que iriam efetuar a substituição", sempre comprei na Swift e achamos muito prático e rápido o serviço que oferecem,negativo
" sabendo que o horário de fechamento é às 21:00. Muito insatisfeito com esse fato.""",False,L5136-RIB.PRETO ALTO DA BOA VISTA,"No dia 08/01/2026 fomos até a Loja Swift na Rua Inácio Luíz Pinto 512, Ribeirão Preto, SP, 14025-680 e ao chegarmos em frente à loja às 20:48 fomos barrados porque segundo os atendentes ""a loja fecharia mais cedo"""" naquele dia. Um enorme descaso pois saímos de casa na urgência somente para esse fim",negativo,Atendimento / Loja física
 estava 79,0.6263,L5034-D. PEDRO ll (0873),"No Freezer de picanha, tinha duas etiquetas de preços. Uma o valor era 79,90 o KG e outra etiqueta que, levando 02 unidades, saia 59,90 o KG. Chamei a atendente e perguntei: ""Essa promoção são para todas as picanhas desse freezer ? Ela respondeu de longe. SIM. Comprei 02 unidades. Quando fui pagar","90 o kg. Relevei o erro mas precisa estar bem explicado essas ofertas. Eu poderia ter levado pelo valor da promoção após a atendente afirmar que seria qq uma que estava no freezer.""",False
 O FILÉ DE SOBRECOXA TEMPERADO . Tenho conversado com os atendentes que me dizem já terem feito essa solicitação , e no aguardo de uma solução para tal situação ,L5282-PARQUE OLIMPICO,"Bom dia , sou frequentador /cliente dessa loja desde a sua inauguração . Já recomendei a muitos amigos que procurassem seus produtos , pois são de excelente qualidade/preço . No entanto , já fazem alguns meses que não encontro um produto , que para mim seria considerado ""carro-chefe"""" no mix", por várias vezes ,
 nao serve mais. Se há a necessidade de inovação,0.4184,L5161-ITANHAEM,"Compramos o cogumelo Paris congelado faz tempo, na última compra percebemos que não é mais cogumelo Paris ou champignon, agora parece ser um mix de cogumelos,  cortados bem pequenos, a impressao que dá para que não sejam ""identificados"""". Se vamos fazer uma receita de strogonoff por exemplo"," que permaneça o tradicional e a novidade e não a substituição do anterior.""",True
" facilitaria para o cliente.""",True,L5019-ANGELICA (0684),"Entrega agendada pressupõe um dia e um horário determinados ou, pelo menos, um dia e um período (manhã ou tarde) determinados. A despeito do profissionalismo da empresa de entrega, não é razoável passar ""até o dia tal"""" esperando por uma entrega que se diz agendada. Ter melhor logística",neutro,Entrega / Pedido digital
" nem  """" bom dia """" . De verdade ",Outros / Genéricos,L5055-CAMBUCI (1284),"Funcionários  , colaboradores  melhores treinados ou ao menos pessoas educadas , pois  as vezes aliás muitas vezes fica uma fila grande e os funcionários  conversando entre si . Dessa última vez aconteceu isso e quando finalmente uma funcionária "" fez o grande favor"""" de abrir o  caixa", educação  é  bom e eu gosto.  ,
" mas estão perdendo! Lamentável! Merece denúncia no Procon inclusive!""",False,L5090-NORTE SUL (1365),"Quando vcs escrevem ""Picanha"""" tem que ser Picanha! Aquela bandeija de """"medalhões de picanha"""" é uma vergonha pra marca de vcs! É medalhão de COXÃO DURO! Todo mundo que conhece um pouco de carne (e quem não conhece também nota) sabe o que é aquilo! Vcs acham que estão ganhando com isso",negativo,Qualidade do produto
" vira uma bagunça e acaba atrapalhando quem está comprando as mercadorias nas prateleiras.""",False,L5117-NOVA GRANADA,"Os espaços entre os balcões com os produtos e a passagem para os clientes estão muito pequenos. A fila para pagamento é muito desorganizada, os caixas são muito perto e fica complicado para colocar a mercadoria, inclusive até para ""formar"""" a fila para esperar o atendimento é complicado",neutro,App / Site / Pagamento
" dificultando a localização dos mesmos.""",False,L5277-VILA CURUCA (NORDESTINA),"A especialista que ""me auxiliou"""" disse que não existia um produto que eu procurava: que eram o frango preparado congelado e a carne de porco preparada e congelada. Eu continuei olhando os produtos na loja e encontrei taís produtos. A loja estava meio bagunçada e com produtos misturados",neutro,Qualidade do produto
"  pois antes prestavam  serviços bons..""",False,L5026-VILA MARIA (0818),"Fizeram informações enganosas ( crime segundo o art 66 do CDC) , dizendo entregar em 5 hs, entregaram 30bhs depois, após eu ter feito o cancelamento do pedido! Ou seja, a empresa é acéfala, ninguém sabe o que está fazendo, nem a área de vendas , nem o "" Swift Resolve"""" . Lamentável",negativo,Entrega / Pedido digital
" tecido conjuntivo e quase 1/3 tem que ser descartada""",True,L5088-PONTA DA PRAIA (1363),"Os peixes de água salgada não são de qualidade. Exceção para o bacalhau e salmão,que são ótimos. Mas a pescada é a merluza empanada, tem um gosto horrível. O filé de linguado ou outro peixe nobre é uma boa opção para ser oferecida aos clientes. 
As carnes ""combo"""" tem muita pelanca",neutro,Qualidade do produto
" ou outros produtos da loja;""",False,L5186-VILA DAS MERCES,"1) Cadastrarem os clientes, desde que queiram, para receberem ofertas//promoções através de e-mail, ou WhatsApp;
2) Efetuarem PROMOÇÕES dignas do nome;
3) Para clientes Cadastrados (por CPF) criarem um sistema de pontuação, em que ""X"""" pontos possam ser trocados por bolsas térmicas",positivo,App / Site / Pagamento
" está vindo com peles em todos os cortes.""",False,L5099-VILA MATILDE (1421),"Os produtos sao bons mas tenho duas exceções para alguns itens:
*Carnes vermelhas (como o patinho, por exemplo) estão vindo com camadas excessivas de gordura, o que fere o direito do consumidor, inclusive;
* O pacote de filé de peito de frango, designado ""sem pele"""" na embalagem",negativo,Qualidade do produto
 mas não foi bom tbm,0.4828,L5248-SBC PEREIRA BARRETO,"funcionários deveriam ser melhor preparados para esclarecer dúvidas sobre os produtos ( p ex qual diferença entre os tipos de picanha = respostas do tipo "" essa é mais cara mas é melhor """" não convence  ...seria tipo de gado ? tipo de preparo ? etc .... atendimento não foi ruim"," parece q não é feliz com o trabalho / emprego ...atendimento frio   ....não encontrei pão de alho picante e não souberam responder se teria novamente ou se era uma falta pontual""",True
 param na vaga dos clientes Swift, por exemplo,L5098-AUTONOMISTAS (1405),"Um ponto de preços, acho que poderia ser mais barato nos produtos mais simples como (peito de frango, Patinho moído e etc).
Essa loja em especifico, é muito dificil de acessar de carro, tem pouquissimas vagas de estacionamento e clientes de outras lojas do ""mol"""" onde ela fica", o estacionamento é um verdadeiro Caos, o bairro de Presidente Altino
"00"""".""",True,L5114-106 ASA SUL,"Cupom de desconto não funciona, bem como a modalidade de entrega dos produtos quando o pedido é feito por internet. Tive que me deslocar até uma loja física para adquirir os produtos. Lá, na hora de pagar as compras a atendente ficou me oferecendo ""caixas de chocolate a R$ 10",neutro,Entrega / Pedido digital
" e seria uma ótima opção de local para as carnes.""",True,L5259-ALL WAYS MALL,"Focando na qualidade dos produtos. Fraldinha costumava ser saborosa e macia. As últimas tem sido fibrosas, duras e o sabor não convence. Nem sempre encontro opções que seriam de ""melhor qualidade"""". O preço aumenta e a qualidade diminui. Confesso que tenho ficado decepcionada",neutro,Qualidade do produto
 algum produtos processados estão ruins,0.5412,L5069-AGUA RASA (1322),"Em minha percepção a loja perdeu a identidade, passou de loja especializada em proteínas para  ""Mini Mercado"""". Bem não encontrei 3 produtos que fazem parte de meu consumo habitual e fui para um açougue convencional pra compra-los. A qualidade dos produtos tambem piorou"," considerando algumas marcas que não conheço. Preços de peixes embalados estão altos e não vale a pena pois junto com o produto vem uma quantidade enorme de água.""",True
" não posso fazer nada."""" ora... a carne COMBO é de péssima qualidade. Não combina com a qualidade dos produtos SWIFT. AInda tentei fazer o contrafilé"," coloco 2 horas na pressão. Darei um tempo de Swift...""",L5282-PARQUE OLIMPICO,"treinando seus funcionários. VOltei para trocar a fraldinha e co contrafilé, pois minha esposa comprou COMBO. E a carne é dura e ruim. Tentei trocar e, por não ter levado a nota, não consegui. A SUpervisora ( o gerente não estava) ainda disse que ""quem escolher foi ela", pois era aniversário de 86 anos do meu pai. Joguei fora. Dura,negativo
" nunca adere e o recheio está na proporção correta.""",False,L5060-RIVIERA (1300),"Desistam de vender o pão de alho, é péssimo, muito melecado, e isso não impede de aderir totalmente na grelha do churrasco. 
Comprei agora pela primeira vez, passei vergonha em meu churrasco, não vou arriscar e comprar novamente. 
A minha referência é a marca ""Zinho""""",negativo,Qualidade do produto
 boa parte dos pedaços de carne estavam soltos e uma outra parte,0.5784,L5187-MUTIRAO,"Prezados, bom dia! Por gentileza entendam que é uma critica construtiva. Compramos ""espetinhos"""" de fraldinha - entendo como espetinhos pedaços de carne próximo a uniformidade unidos por um espeto. Ai abri o saco/pacote para tirar os espetos para por na churrasqueira"," na medida que foi descongelando foi se desprendendo da união com outros pedaços de carne. As carnes não estavam espetadas. Muitos pedaços caíram dentro da churrasqueira. Essa experiência não foi legal. Tudo de bom para vocês.""",False
" pago e vou embora. Eu sou do princípio que um negócio é 50% produtos de qualidade e 50% atendimento de qualidade (pessoas).""",True,L5223-CAMPO LIMPO,"O atendimento ainda é um fator que deixa a desejar no meu ponto de vista, pelas visitas que já fiz em mais de uma loja, claro que sem generalizar, mas não me sinto confortável, apenas realizo minhas compras de maneira que não preciso ""incomodar"""" nenhum funcionário",positivo,Qualidade do produto
" pois as vagas são poucas e tem """"jumentos"""" que não sabem viver em sociedade e pensam que são reis!""",True,L5018-MOEMA JURUCE (0584),"Estacionamento a desejar. Um FDP com uma camionete usou 3 vagas parando todo torto na vaga. Tive que pagar zona azul porque estava com pressa e tinha que parar. Falta um funcionário no estacionamento para orientar esses sem ""noções"""". Já passei direto outras vezes",negativo,Atendimento / Loja física
" se existem 2 loja na mesma rua é missão impossível descobrir qual é qual na hora de fazer a compra.""",True,L5078-CAMPO BELO 2 (1342),"Os filtros do app são ruins. Parece que os itens não estão parametrizadoas corretamente. Se tento usar um filtro para ""bovino"""" + """"cubos"""" vem todos os resultados de bovinos que não seja moída. Muito ruim a experiência. Outro ponto ruim é a identificação da loja",neutro,App / Site / Pagamento
" mas acho que se não for trocado....não resolverá o problema do cheiro insuportável na loja...não dá nem pra permanecer lá dentro.""",False,L5113-ANASTACIO,"A loja do parque São Domingos teve um problema com o frizer e teve descongelamento de carne na virada do ano e apodreceu as carnes e desde de então a loja esta com um cheiro HORRÍVEL de podre. Ruim ate para os funcionários que trabalham lá. ""Limparam"""" o frizer",negativo,Qualidade do produto
 foi impossível de comer tudo,0.5424,L5092-VILA AUGUSTA (1374),"Comprei o peixe castanha, a atendente informou que era novidade na loja, e que seu sabor era suave por ser um peixe de água doce. Realmente não tem gosto muito forte, porém não consegui sentir direito o sabor, pois apesar de serem filés, tinha ""muita"""" espinha"," e era só meio kilo pra duas pessoas.""",True
" essa não é a qualidade Swift com a qual estou acostumado. Irei pensar duas vezes antes de adquirir novamente um prato pronto da marca. Talvez seja melhor manter-se nas carnes.""",True,L5176-BRAGANCA PAULISTA,"Achei o prato congelado Baião de Dois decepcionante
Uma porcentagem significativa do prato era só arroz, tendo muito, MUITO pouco de outros ingredientes (feijão fradinho, queijo e carnes). Tornou-se um prato ""seco"""" e sem """"mistura"""". Extremamente decepcionado",negativo,Qualidade do produto
e 5% dos produtos não voltarei a comprar....pratico esportes e tenho necessidades diárias de proteínas...mas,"quando desejo um produto fresco!""",L5223-CAMPO LIMPO,"Boa tarde!
A empresa oferece preços muito atrativos em relação ao mercado...mas,a qualidade não corresponde ao esperado!
Sabemos que uma excelente competitividade,se faz com preços justos aliados à qualidade!
Avaliei como ""ruim"""" ao menos 70% itens que adquiri",na esquina do meu condomínio tem um açougue,negativo
" faz foi sem saber se era o minha preferida.""",True,L5237-PAULINIA,"Talvez, se em algum momento (datas especiais) uma degustação de alguns produtos que queiram vender mais, ajudaria à tomar a decisão da compra. Por exemplo, fiquei em dúvida de qual linguiça comprar para meu churrasco e acabei levando a que eu ""achei"""" melhor",positivo,Qualidade do produto
 vontade de sair rapidamente da loja. Uma pena,0.5044,L5002-ALPHAVILLE (0290),"Loja Alphaville: Falta implantar autoatendimento. O sistema de som da loja é extremamente alto e com musicas  voltada apenas ao público sertanejo. Musica em lugar publico tem que ser ""neutra"""". Alí parece uma balada sertaneja. Tira a concentração do cliente"," pq o atendimento é bastante atencioso.""",True
" talvez no próximo caminhão. """"",Outros / Genéricos,L5057-BOQUEIRAO (1289),"Não tinha croissant kit kat.
E também não tinha croissant recheado de frango nem o recheado de presunto e queijo. Estes dois últimos já fazem uns 2 a 3 meses que não consigo comprar nesta loja, e a resposta do funcionário é sempre a mesma: "" não tem vindo",,
 nesse caso, ou seja,L5045-TATUAPE (1247),"Olá! Percebo que os atendentes ficam sobrecarregados ao ter que dar conta de vérios serviços ao mesmo tempo (estoquista e caixa...). 

Um fato que sempre me espanta mais rápido das lojas, farmácias e mercados que frequento é ""música muito personalizada""""", música sertaneja ou pagode, pegar os produtos de forma rápida quando a loja é diferente disso. 
" inclusive com um dos acessos fechado.""",True,L5018-MOEMA JURUCE (0584),"Gostaria de agradecer que, depois de muita reclamação, finalmente, vocês tiraram a vaga de estacionamento para PcD do canto e passaram para um lugar melhor para descer e sair do carro. Outra coisa, a a entrada da loja estava muito ""entulhada de coisas""""",negativo,Atendimento / Loja física
" ofereceremos Croissant de Chocolate na loja.""""",Outros / Genéricos,L5034-D. PEDRO ll (0873),"Eu frequento a loja da Av. Dom Pedro II, Bairro Jardim, Sto. Andréa.
Seria muito bom vocês fazerem campanhas de amostras dos produtos, e divulgarem um cronograma no início do mês (e-mail, zap etc.), por exemplo:
""De sexta-feira a domingo (06/03 a 08/03)",,
 sendo: ,Outros / Genéricos,L5046-VILA CARRAO (1248),"Existe um erro ao comprar pelo app da Swift:
Eu minha compra eu havia escolhido 4 kg de filé de peito de frango, porém quando eu diminui a quantidade para 3 kg (3 pacotes), o app mudou a mostragem do ""Filé de peito de frango - 4un"""" para duas mostragens",,
" mas pode acontecer.  Ficamos constrangidos.""",True,L5218-PARELHEIROS,"Seria importante um segurança ficar próximo a saída.  Pois somos abordados por pessoas fazendo pedido de doações de ""carne"""". Ontem aconteceu comigo.  Mas nem sempre temos e ficamos com medo até de ser agredidos ou assaltados.  Não que todos fariam isso",negativo,Entrega / Pedido digital
 ridiculamente me deram um desconto de 20 reais para ser usado até 30/04,Outros / Genéricos,L5018-MOEMA JURUCE (0584),"Tentei fazer a compra várias vezes tanto pelo app quanto pelo site e o carrinho esvaziava sozinho depois de colocar mais de 30 produtos.
Terceira vez que minha entrega atrasou. Ligo no ""Swift resolve"""" e nada é resolvido. Depois de reclamar pelo e-mail", sendo que compro periodicamente em torno de 600 reais.,
" é isso! Sendo verdadeiro! Ok.""",True,L5088-PONTA DA PRAIA (1363),"Melhorar a capacitação da organização e limpeza, a logística para não deixar faltar produtos em suas lojas físicas, bem como otimizar a política de preço, sem a venda casada de lhe obrigar ""sempre"""" comprar 2 unidades para ter um desconto mínimo. Enfim",neutro,Qualidade do produto
" foi só decepção. Metade das """"carnes"""" eram uns cubos de sebo ou gordura que tive que jogar fora. até tirei foto caso queiram. deixou totalmente a desejar.""",False,L5242-RECREIO,"Na loja do recreio comprei espetinhos de carne e frango. o de carne estava otimo o de frango os espetos estavam todos soltos e na diagonal, mas isso nao é problema. No dia seguinte fui no guanabara e comprei uma embalagem de ""carne de panela em cubos""""",negativo,Qualidade do produto
" me pareceu fora do padrão de vocês.""",False,L5184-PRACA VARNHAGEM,"Sempre compro com vocês, e geralmente compro uma fraldinha pois é um dos cortes que mais aprecio. Já comprei todos os ""modelos"""" inclusive esse sem a capa de gordura. Dessa vez infelizmente a carne veio meio dura e com uma gordura rígida entremenhada",negativo,Qualidade do produto
 correm para o caixa, são muito atenciosos,L5199-CASA VERDE,"Pelo movimento da loja, acredito que se possa investir em mais funcionários, que seja pelo menos nos finais de semana onde o movimento cresce consideravelmente, nem sempre temos tempo para encarar uma fila no caixa, os funcionários parecem ""pipocas""""", são solicitados no atendimento," gentis mas não são onipotentes . O cliente da Swift não merece a fila do caixa. Espero ter ´podido ajudar"""
" não vou ficar com a primeira impressão. Vamos ver na próxima!""",True,L5136-RIB.PRETO ALTO DA BOA VISTA,"O negativo do atendimento não para todos os colaboradores. Mas alguém deles precisa dizer pelo menos um obrigado ou pelo menos ser bem receptivo com o ""obrigado"""" do cliente. Também pode ser uma situação isolada. Como foi minha primeira vez na loja",neutro,Atendimento / Loja física
 coxão duro de 2kg sob a fantasia de picanha. ,Outros / Genéricos,L5138-306 ASA NORTE,"A qualidade das carnes caiu e o preço está alto.
Antigamente a gente pegava uma picanha prata num preço médio e era bem melhor que essas picanhas mais fuleiras como a ""Minerva"""".  Hoje não encontramos mais picanha prata e ouro só umas enganações lá",,
 coxão duro de 2kg sob a fantasia de picanha. O chorizo que comprei, que com a qualidade baixa não se justifica mais. O melhor ficou nos acessórios (coração,negativo,"A qualidade das carnes caiu e o preço está alto. Antigamente a gente pegava uma picanha prata num preço médio e era bem melhor que essas picanhas mais fuleiras como a ""Minerva"""". Hoje não encontramos mais picanha prata e ouro só umas enganações lá", duro também. No último churrasco comprei somente 1 peça da swift e ainda assim foi das piores," calabresa etc) pq carne mesmo...."""
" ficou quase 3 hs na pressão e não ficou legal.""",True,L5044-INDAIATUBA (1243),"Precisa melhorar o layout da loja, pois muito apertado os acessos e principalmente no caixa, gera muita aglomeração no local dificultando muito. Quando a qualidade do produto, em específico comprei um ""cupim"""" da marca da Swift e achei muito duro",negativo,Qualidade do produto
 porém o anúncio continua mostrando o produto na cor preta. Ou seja,0.667,L5040-GUARULHOS (1211),"O anúncio mostra o produto bolsa térmica 20 litros na cor preta, a confirmação do pedido menciona a cor preta, mas foi entregue na cor laranja. Acionado o atendimento através do Swift Resolve recebi informação que se tratou de ""erro no anúncio"""""," continua induzindo possíveis compradores em erro.""",False
" pois a última peça que levei estava dura""""", convenhamos que não é barato,L5086-PORTAL DO MORUMBI (1352),"Gostaria de registrar aqui, que as ultimas 2 últimas vezes que comprei picanha na loja Swift do Morumbi, elas estavam bem duras, inclusive quando passei pelo caixa comentei com a atendente,  "" espero que dessa vez eu tenha escolhido uma peça boa", porém,  não é mesmo?...
" que agora é no mínimo 1 kg. Isto ficou muito ruim ao meu ver.""",False,L5089-BOA VISTA (1364),"Dou 10 pois gosto muito da Swift. Compro muito lá. Mas eu fiquei muito descontente qdo mudaram a picanha Nobre/Ouro. A media pesa mais 1.3kg e é perceptível que vem mais que picanha no corte. Fomos ""forçados""""ou sem opção para a Ponta da Picanha",negativo,Qualidade do produto
" sem nenhum produto""",False,L5074-VOLUNTARIOS DA PATRIA (1335),"1- Falta muitos produtos. Balcões frigoríficos vazios
2- A picanha que comprei estava muito ruim
3- Procurei por outros produtos, como Pirarucú e não tinha. Fraco de peixes também. Sem contar que a geladeiura de ""churrasco"""" estava vazia. limpa",negativo,Qualidade do produto
" péssimo. Nunca mais volto a comprar .""",False,L5184-PRACA VARNHAGEM,"A carne que me enviaram estava péssima, não é para consumo humano. Tirei fotos pois fiquei horrorizado. Somente havia sebo e gordura. A parte da ""carne"""" havia partes esverdeadas. Vocês deveriam ter vergonha de vender um produto assim. Horrível",negativo,Qualidade do produto
" mas com cubos enormes preciso cortar de qualquer jeito. Antes o tamanho era menor e mais padronizado.""",True,L5242-RECREIO,"Pedi o pernil em cubos e eles estão com tamanhos cada vez mais irregulares. Até tirei foto mas não consigo mandar aqui. Tem ""cubos"""" enormes que equivalem a 2 ou 3 cubos normais. O objetivo de pedir esse corte é para não ter trabalho de cortar",negativo,Qualidade do produto
" e ficamos bem chateados.""",False,L5019-ANGELICA (0684),"Os preços subiram. O primeiro produto que fomos fazer em casa, o espeto de kafta, estava dificil de tirar da embalagem, e o produto ""disforme"""". A aparência era de que foi descongelado e congelado novamente. Isso nunca tinha acontecido antes",neutro,Qualidade do produto
 era como se eu estivesse atrapalhando o serviço delas. Entendo que o reabastecimento deve ocorrer,0.5546,L5251-JANGADEIROS,"Fui na loja no sábado pela manhã, por volta de 10:40 hrs e estavam repondo produtos, com carrinhos no meio do corredor, acho que tinha 3 ou 4 funcionárias abastecendo e o cliente que ""lute"""" pra encontrar o que precisa no lugar onde estavam"," mas o respeito ao cliente é fundamental.""",False
 pois ontem, e quando perguntei para a funcionária sobre a ausencia deste bolo gelado,L5153-EMBARE,"Primeirante melhorar o preço dos produtos pois em grandes atacadistas por exemplo, eu encontro alguns produtos com preços menores do que nas lojas Swift.
Segundo, vocês devem possuir ""grandes"""" estoques dos produtos da marca em suas lojas", na loja em que visitei, ela me respondeu que já faz uns dois meses que a loja não recebe esse produto.
" simplesmente  diz """"Erro ao fechar o Pedido",0.5032,L5180-FREI CANECA,"Melhorando o site, ou melhor, consertando o site. O site da SWIFT é o pior site de compras que conheço, está sempre com problema. Dá erro ao fechar o Pedido porque algum produto está indisponível e não acusa isso (""Produto Indisponível"""")"," ..."""". O site diz que acima de um determinado valor não se cobrará Frete e mesmo se comprando acima do valor indicado o Frete é cobrado. Repito: é o Pior site de compra que conheço. O mais agravante disso é que esses erros que apontei perduram há muito tempo.""",True
" muito dura e fibrosa.""",False,L5173-PERUIBE,"Fiquei decepcionado com a qualidade da picanha ouro, visivelmente as peças descongelaram por alguma razão e foram recongeladas, o aspecto do produto era muito ruim, optei pela ""ponta de picanha"""" que também deixou a desejar na qualidade",negativo,Qualidade do produto
" sem humanidade!""",True,L5148-PARQUE DO CARMO,"Gostaria que os funcionários nos atendessem com simpatia e real interesse em nos auxiliar! Parecem estar com má vontade, cumprindo apenas um protocolo ""imposto"""" pela empresa! Não há simpatia ou cordialidade! Atendimento """"robotizado""""",negativo,Atendimento / Loja física
" confesso que aquilo começou a me incomodar muito! Fingi """"demência"""" e continuei a colocar os produtos no carrinho", confesso que nunca havia passado por esse constrangimento antes. Conclui minha compra,L5031-PERDIZES (0860),"Fui até a loja de Perdizes, em um sábado de muito frio, estava vestindo um casaco grande... Logo que entrei na loja já peguei um carrinho e fui as compras, percebi que o ""segurança"""" começou a me acompanhar durante todo o meu percurso", afinal de contas quem não deve, mas extremamente chateada
" nem com desconto!""",True,L5019-ANGELICA (0684),"Melhorar os preços. Achei os Hambúrgueres horríveis, muito finos, quando prontos ficam reduzidos demais. Podem melhorar se aumentarem o tamanho dos ""discos"""" e principalmente a altura do bife. Este Hambúrguer eu não compraria de novo",positivo,Qualidade do produto
 subiu um cheiro forte de podre. Descongelei o outro pacote para ver se estava igual e sim estava. Nem abrindo 3º pacote pq comprei todos juntos e com as mesmas características. Não tenho a nota fiscal, senão terão problemas mais graves,L5045-TATUAPE (1247),"Fiz a compra de 3 pacotes de peito de frango de 1 kg. Percebi que eles estavam com bastante gelo dentro e os pacotes bem ""bagunçados"""" dentro. Descongelei e senti um cheiro estranho e quando fui fazer Strogonoff e começou a esquentar", pq confiava na qualidade dos produtos e nunca precisei usar. Mas infelizmente tive essa péssima experiência. Foi na loja da rua Azevedo Soares com rua Nova Jerusalém. Tive que fazer ovos para o jantar e ainda ficar com a casa toda cheirando a carne podre. E para não infectar meu freezer ou geladeira, como infecção intestinal
 com muita capacidade.,Outros / Genéricos,L5147-ROLAND GARROS,"Esta foi a minha primeira experiencia em comprar através de  VENDA POR TELEFONE, porem a experiencia foi única e sem igual, a Atendente foi Educada, Paciente, Inteligente.
Demonstrou, conhece muito bem a Empresa e ""VESTE A CAMISA""""",,
 são eles: whatsapp, que não funcionava. Nem a TRACKS da LET'S DELIVERY possui nenhum canal pra mantê-lo informado sobre um pedido (o que me parece um absurdo total,L5138-306 ASA NORTE,"Pra mim, o pós-venda é muito importante, sendo assim  quando meu pedido não chegou no dia previsto (foi pago um frete pra chegar em até 5h) nenhum canal de vcs funcionava para obter uma informação simples, ""onde está meu pedido?""""", o 0800, alguém que faz a entrega não ter comunicação com destinatário. Passei domingo e segunda tentando várias vezes e nada! Nenhum dos canais funciona. Somente quando registrei minha reclamação no RECLAME AQUI é que fui atendido por um colaborador da SWIFT. Foi muito frustrante essa minha experiência com vcs e não sei quando voltarei a fazer compra on line com a SWIFT e muito menos indicar. Se o cliente não atende às ações programadas pelo robô
 essa carne deveria ser tenra e macia,0.6481,L5050-SOROCABA W.LUIZ (1273),"Em geral, os produtos SWIFT tem uma qualidade excelente, sempre dou preferencia para os produtos SWIFT porque confio na qualidade, porem um produto que me decepciona, no qual eu não comprarei mais é o ""Bife de Alcatra Swift 1kg"""""," mas nas 3 ultimas vezes que comprei essa carne estava dura e com uma especie de gordura (não é gordura) que parece um elastico entranhado no meio do bife que impossivel de comer.""",False
 bacalhau e tilápia ao mediterrâneo... até os caldos,Outros / Genéricos,L5282-PARQUE OLIMPICO,"Já faz tempo que não encontro todos os produtos, que vocês me fizeram achar interessantes e gostar. As caçarolas de camarão e bacalhau, só pra terminar o cozimento no micro-ondas; as ""travessinhas"""" para a família com conchilhone", estão sumindo!,
 e consequentemente o valor também. Em virtude disso, uma vez que envolveu tempo e gasto,L5172-PRESIDENTE PRUDENTE,"Justifico que a minha avaliação negativa com relação ao preço dos produtos é a seguinte: meu filho fez uma compra ontem, domingo, pela manhã, porém ao chegar em casa nos deparamos com a pesagem da carne ""contrafilé"""" equivocada", ele teve de retornar na loja que fica há mais de 10 quilômetros da nossa casa," pois o combustível não está barato."""
